Formula,JARVIS-ID,spg_symbol,Nwan,vqe_max_val(eV),vqe_min_val(eV),np_max_vals(eV),np_min_vals(eV)
Na2BeCl,JVASP-68683,I-4m2,12,92.8286492,-10.79757829,92.82865622,-10.79757856
LiBe2Sb,JVASP-68685,P4/mmm,12,363.4541466,-0.000249665,363.4541467,-0.000760731
MgBe2V,JVASP-68686,P4/mmm,12,185.7618003,-6.69E-05,185.7618016,-0.000110392
KSr2Be,JVASP-68705,I-4m2,12,16.58157478,-4.176620661,16.58158021,-4.176640202
LiBeSe2,JVASP-68706,I-4m2,12,178.8853209,-41.91064569,178.885321,-41.91079109
Ba2CaPd,JVASP-69030,Fm-3m,12,16.65094468,-0.078965323,16.65094487,-0.078976252
BeGeTe2,JVASP-68712,I-4m2,12,25.15757302,-45.79922444,25.15759915,-45.79929902
BeZn2Cl,JVASP-68723,I-4m2,12,50.21590552,-14.59533167,50.21590557,-14.59533305
BeVSb,JVASP-68737,P3m1,9,146.9211046,-5.35E-06,146.9211053,-0.000565144
BeTl2Fe,JVASP-68742,I-4m2,12,48.82298126,-28.69237218,48.82298166,-28.69237387
NaBe2Tc,JVASP-68744,P4/mmm,12,398.9536963,-6.52E-06,398.9536966,-8.12E-05
Sc2BeCl,JVASP-68748,I-4m2,12,152.3482752,-19.44718768,152.3482793,-19.4471881
Be2Ni2Ge,JVASP-68749,I4/mmm,15,301.1146155,-9.72E-06,301.1146159,-0.00011599
Sc2BeGa,JVASP-68754,I-4m2,12,87.40805499,-26.09941665,87.40806018,-26.09941835
Be2CuIr,JVASP-68759,P4/mmm,12,228.1107539,-7.38E-06,228.1107541,-6.97E-05
Be2TeRh2,JVASP-68760,I4/mmm,15,201.6587905,-6.624944309,201.6587913,-6.624945397
Y2BeSn,JVASP-68763,I-4m2,12,45.31027179,-23.97758406,45.3108254,-23.97758425
Y2BeBi,JVASP-68766,I-4m2,12,40.72387155,-0.649871944,40.72387312,-0.649874109
TiBe2Hg,JVASP-68772,P4/mmm,12,132.1824419,-2.43E-05,132.1824426,-6.81E-05
Be2MoW,JVASP-68774,P4mm,12,197.9600311,-1.11E-05,197.9600323,-6.28E-05
Be2GaFe2,JVASP-68782,I4/mmm,15,439.113012,-0.000245022,439.113012,-0.000266534
Sr2BeRh,JVASP-68787,I-4m2,12,68.6047307,-18.76614975,68.60473202,-18.76618018
Sc2BeBr,JVASP-68793,I-4m2,12,109.3670489,-7.611045828,109.3670491,-7.611046303
Be2MoPb2,JVASP-68795,I4/mmm,15,420.1687698,-10.29357845,420.1687701,-10.29357932
BeTl2Cr,JVASP-68807,I-4m2,12,31.19419826,-4.30541546,31.19419847,-4.30541579
Mn2Be2Zn,JVASP-68812,I4/mmm,15,447.9082243,-0.000536626,447.9083694,-0.000706015
HfBeSe2,JVASP-68817,I-4m2,12,47.29660373,-50.24254285,47.29660404,-50.24267058
ScBeTe2,JVASP-68818,I-4m2,12,59.39850321,-33.86853634,59.3985033,-33.86857556
Y2BeGe,JVASP-68819,I-4m2,12,76.28398576,-35.94488119,76.28398631,-35.94488152
Ca2BeBi,JVASP-68834,I-4m2,12,42.62088397,-29.11243873,42.62088449,-29.11248443
BeTe2Pd,JVASP-68841,I-4m2,12,25.46892008,-18.83924041,25.46892026,-18.83931001
NaY2Be,JVASP-68846,I-4m2,12,49.58062267,-0.000311163,49.58062282,-0.001112267
SrTaBe2,JVASP-68853,P4/mmm,12,225.0758784,-1.30E-05,225.0758787,-2.92E-05
Be2FeBr,JVASP-68857,P4/mmm,12,468.501601,-15.16851931,468.501601,-15.16852037
Sr2TiBe2,JVASP-68867,I4/mmm,15,321.48383,-6.71E-05,321.4838304,-0.000123033
Sc2BeSb,JVASP-68869,I-4m2,12,63.09121449,-2.31689715,63.09141634,-2.316897626
BeCdTe2,JVASP-68881,I-4m2,12,30.48080373,-53.4292752,30.48080399,-53.42928515
Sr2CaBe,JVASP-68887,P4mm,12,74.51092165,-0.000168222,74.51092175,-0.000284519
MnBe2Cd,JVASP-68902,P4/mmm,12,247.5815484,-2.96E-05,247.5815488,-7.11E-05
Y2BeCl,JVASP-68911,I-4m2,12,128.0695762,-15.65126419,128.0695765,-15.65126445
Mg2BeBr,JVASP-68919,I-4m2,12,60.77603254,-13.63051031,60.77603332,-13.63051099
BeSiRh,JVASP-68926,I4mm,9,223.1905928,-0.000100021,223.1916449,-0.000219558
WS2,JVASP-68932,na,18,161.3503256,4.78E-06,161.8329327,-1.44E-05
WS2,JVASP-68933,C2/m,18,160.3047168,8.32E-07,160.394497,-7.27E-06
BaBeCo2,JVASP-68938,P4/mmm,12,79.12234888,-73.96886603,79.12288463,-73.96886638
Ba2NaCu,JVASP-68940,Fm-3m,12,17.82417722,-5.91E-05,17.82417734,-0.000629536
BaInMo2,JVASP-68941,P4/mmm,12,26.34600756,-4.046968891,26.34600987,-4.046969046
BaSrCl2,JVASP-68947,na,12,25.33185968,6.28E-07,25.33186168,-5.79E-06
BaFeHg4,JVASP-68948,F-43m,18,15.9081864,-3.505842026,15.90819091,-3.506301163
BaCrCl2,JVASP-68951,P4mm,12,29.35735439,-5.903579188,29.35735499,-5.903580087
KBaLi2,JVASP-68953,P4/mmm,12,37.74580242,-6.84E-06,37.74580573,-0.000133869
BaCaBr2,JVASP-68960,P4mm,12,18.43802658,-3.15E-06,18.43802749,-1.14E-05
BaSnW2,JVASP-68961,P4/mmm,12,37.22178013,-15.56589775,37.22178054,-15.56589788
BaLiCa2,JVASP-68963,P4mm,12,56.18205678,-1.54E-05,56.18205715,-5.03E-05
BaLiPd2,JVASP-68966,P4/mmm,12,75.42392901,-14.96833359,75.42393006,-14.96839894
BaRuCl2,JVASP-68969,P4mm,12,47.95226987,-10.1453844,47.95227082,-10.14589588
BaSi2Br,JVASP-68973,I4/mmm,12,33.81891228,-47.89939197,33.81891257,-47.89939215
BaV2Bi,JVASP-68976,Pmmm,12,206.8840146,-2.557151308,206.8840153,-2.557156229
BaNa2Pt,JVASP-68982,P4/mmm,12,59.22273724,8.10E-08,59.22274395,-2.89E-06
Ba2HfCl,JVASP-68984,Fm-3m,12,4.196406137,-2.8973038,4.196406962,-2.897304897
KBa2Pd,JVASP-68986,Fm-3m,12,12.14927117,9.25E-07,12.1492713,-8.70E-06
Ba2SnPb,JVASP-68997,Fm-3m,12,7.458201866,-8.04E-08,7.458201998,-7.51E-06
BaSrY2,JVASP-68998,P4/mmm,12,12.30864927,1.78E-07,12.30864962,-1.66E-06
BaYPt2,JVASP-69000,P4/mmm,12,17.83047697,-2.96E-07,17.8304783,-2.52E-06
BaV2P,JVASP-69002,P4/mmm,12,37.5943478,-20.86551413,37.59434818,-20.86551463
Ba2YSb,JVASP-69003,Fm-3m,12,7.901228232,8.53E-07,7.901228963,-9.15E-06
BaCa2Y,JVASP-69009,P4/mmm,12,21.21776832,-1.76E-06,21.21777168,-8.49E-06
Ba2ScHg,JVASP-69016,Fm-3m,12,11.49869467,-9.25E-07,11.49869552,-2.11E-06
Ba2YSn,JVASP-69024,Fm-3m,12,8.983847911,2.43E-06,8.983848625,0
Ba2HgPb,JVASP-69037,Fm-3m,12,6.100477985,-2.08E-06,6.10048658,-4.69E-06
BaSr2Sc,JVASP-69038,P4/mmm,12,19.69514153,-3.31E-06,19.69514181,-6.77E-06
Ba2MgTe,JVASP-69040,Fm-3m,12,19.57495688,1.39E-06,19.57495762,0
Ba2HfTe,JVASP-69042,Fm-3m,12,6.093515034,1.09E-07,6.093515279,-2.58E-06
BaRu2Pt,JVASP-69043,P4/mmm,12,24.61571521,-10.83460319,24.61571561,-10.83460751
BaSc4Pt,JVASP-69044,F-43m,18,72.10123043,-21.63059449,72.10123096,-21.63059536
BaVTe2,JVASP-69045,P4mm,12,34.839664,-5.751711992,34.83966408,-5.751712133
BaLiNi2,JVASP-69047,I4/mmm,12,80.14415195,-7.041696686,80.14415219,-7.041788022
BaCaTi4,JVASP-69053,F-43m,18,30.30719052,1.20E-05,30.30719384,-1.60E-05
Ba2ScIn,JVASP-69054,Fm-3m,12,12.18707878,2.06E-07,12.187079,-7.25E-06
K2BaBe,JVASP-69057,P4/mmm,12,31.77324212,-0.004667227,31.77324344,-0.005523047
BaCo2Br,JVASP-69058,P4/mmm,12,96.24332046,-3.449207852,96.24332371,-3.44920965
BaVBr2,JVASP-69062,P4mm,12,17.47043598,-4.996014565,17.47043616,-4.996213153
KBaV4,JVASP-69065,F-43m,18,104.8939446,1.75E-08,104.8939449,-6.43E-05
BaVTe2,JVASP-69066,P4mm,12,34.78543335,-5.792369302,34.78543508,-5.792460543
BaYPd2,JVASP-69068,P4/mmm,12,17.88007568,2.74E-05,17.88007699,-1.07E-05
BaBeV2,JVASP-69070,P4/mmm,12,111.7547348,-57.56912382,111.7547353,-57.56912668
BaScPb2,JVASP-69078,P4mm,12,28.24172774,-0.788172909,28.24947545,-0.788175368
K2BaMn,JVASP-69081,P4mm,12,10.22180526,-0.000257779,10.22180583,-0.000543643
Ba2CrBi,JVASP-69082,Fm-3m,12,7.232984101,-4.55E-05,7.232984983,-7.60E-05
BaVHg2,JVASP-69083,P4/mmm,12,13.80224456,-0.569777782,13.80224492,-0.569936877
BaIrCl2,JVASP-69087,Pmm2,12,81.87539733,-9.136864957,81.8754213,-9.138320005
BaMn2Sn,JVASP-69096,P4/mmm,12,17.2587488,-5.434683044,17.26192841,-5.434735597
K2BaGa,JVASP-69100,P4/mmm,12,17.12706014,-4.03E-05,17.12706085,-0.000130269
BaTa2P,JVASP-69101,I4/mmm,12,65.93303944,-30.3736626,65.93304021,-30.37366452
BaTiSe2,JVASP-69102,P4mm,12,50.09175174,-0.000137725,50.09397058,-0.000438235
BaNa2P,JVASP-69105,P4/mmm,12,52.25047652,-0.051486228,52.25047718,-0.051716077
BaSr2Sc,JVASP-69108,P4/mmm,12,19.71071508,-1.02E-06,19.71071551,-9.94E-06
BaSrCa2,JVASP-69110,Pmm2,12,20.23093409,-8.71E-06,20.23093489,-3.15E-05
BaSc4Mo,JVASP-69116,F-43m,18,77.28610638,-19.59413816,77.28610663,-19.59413852
Ba2CrBr,JVASP-69120,Fm-3m,12,8.906389578,6.09E-06,8.9063897,-8.58E-05
BaYPd2,JVASP-69122,P4/mmm,12,17.89293574,-1.34E-05,17.89293638,-0.000108764
BaLi2Fe,JVASP-69124,P4/mmm,12,93.87952874,-5.38730384,93.87952905,-5.387412009
Ba2CdBr,JVASP-69125,Fm-3m,12,5.95482463,2.32E-07,5.954825054,-1.32E-05
Ba2ScBi,JVASP-69126,Fm-3m,12,9.664306451,-5.77E-07,9.664306922,-1.49E-06
BaTiPd2,JVASP-69130,I-4m2,12,24.44475636,-2.246193697,24.44486413,-2.246198004
BaHf2Br,JVASP-69134,I4/mmm,12,36.93412987,-6.389989618,36.93413024,-6.390057958
BaSi2Pd,JVASP-69135,P4/mmm,12,47.30992035,-43.98983297,47.30992083,-43.98983388
BaCa2Mg,JVASP-69136,P4mm,12,29.61805738,-3.66E-06,29.61805783,-6.16E-05
Ba2ScTl,JVASP-69138,Fm-3m,12,11.01641286,-3.30E-06,11.01641509,-6.58E-06
BaCr2Cd,JVASP-69144,P4/mmm,12,19.34129719,-0.439554215,19.34129796,-0.439561842
BaBrCl4,JVASP-69145,F-43m,18,62.71244282,3.29E-07,62.71244314,-2.42E-06
BaSi2P,JVASP-69154,I4/mmm,12,47.47668588,-42.71807851,47.47668615,-42.71807932
BaSrPb2,JVASP-69158,P4mm,12,7.727619325,-1.26E-05,7.727621277,-2.34E-05
BaFePt2,JVASP-69161,I4/mmm,12,20.92378202,-7.074506689,20.92427059,-7.074507235
BaCaBr2,JVASP-69163,P4mm,12,18.44082749,-5.99E-06,18.44082777,-1.50E-05
BaNiRh2,JVASP-69167,I4/mmm,12,20.93959189,-1.78481038,20.93960589,-1.78481115
BaNi2Br,JVASP-69170,Pmmm,12,70.73193351,-4.033598936,70.73193762,-4.03536205
BaSrTa4,JVASP-69173,F-43m,18,14.19043952,1.62E-07,14.19769469,-7.17E-06
BaMnCl2,JVASP-69178,P4/mmm,12,23.93758482,-4.540101019,23.93758521,-4.54010179
BaCoNi2,JVASP-69180,I4/mmm,12,20.88778296,-7.281653267,20.90634688,-7.281653776
BaNa2P,JVASP-69186,P4/mmm,12,52.32490701,-0.061066124,52.32491658,-0.06114979
Ba2TiBi,JVASP-69188,Fm-3m,12,9.58606578,-2.36E-06,9.58606615,-6.20E-06
Ba2YZn,JVASP-69189,Fm-3m,12,8.208814681,-7.66E-05,8.208816033,-0.000158518
Ba2NaGa,JVASP-69201,Fm-3m,12,16.46866186,-7.82E-07,16.4686625,-4.94E-06
BaHf4Be,JVASP-69202,F-43m,18,20.62219988,-4.981969,20.62220038,-4.982016218
BaNaHg2,JVASP-69208,P4/mmm,12,13.76541604,-0.000431593,13.7654187,-0.001380355
BaYPd2,JVASP-69219,I-4m2,12,17.15526193,-4.074589086,17.15529585,-4.074590589
Ba2LiCr,JVASP-69220,Fm-3m,12,36.63576982,-1.01E-05,36.63576999,-2.68E-05
Ba2TlCl,JVASP-69224,Fm-3m,12,5.98089505,-1.627676726,5.980895402,-1.627677694
Ba2SrW,JVASP-69226,Fm-3m,12,9.547251833,3.11E-07,9.54725238,0
BaNi2Cl,JVASP-69227,P4/mmm,12,69.9839657,-7.495264263,69.98403409,-7.495264971
BaCrBr2,JVASP-69231,P4/mmm,12,14.39338801,-6.107184882,14.39338837,-6.107190002
BaMn2Cu,JVASP-69235,I4/mmm,12,21.58809722,-5.883103147,21.58809792,-5.883103277
BaSrLi2,JVASP-69239,P4/mmm,12,49.03248228,-2.98E-06,49.03248253,-1.12E-05
BaSc2Nb,JVASP-69240,P4/mmm,12,26.35872085,-4.10E-06,26.35872857,-6.93E-06
BaGaCl2,JVASP-69255,P4/mmm,12,23.38922754,-3.04E-05,23.38922768,-7.26E-05
BaSn2Te,JVASP-69257,P4mm,12,15.7674347,-0.311524173,15.76743548,-0.311696815
BaSr2Sb,JVASP-69258,P4/mmm,12,13.45179114,-9.54E-07,13.45179353,-2.22E-06
BaNa2V,JVASP-69259,P4/mmm,12,29.55004906,-4.26E-05,29.55004954,-0.000411088
BaYSc2,JVASP-69260,P4/mmm,12,21.29207761,-1.632538509,21.2920781,-1.632539432
K2BaMn,JVASP-69262,P4mm,12,10.22391325,-0.000110746,10.22391342,-0.000609629
Ba2MgSn,JVASP-69272,Fm-3m,12,18.22545584,-5.18E-06,18.22545692,-2.56E-05
BaLi2Ca,JVASP-69274,P4/mmm,12,58.63044487,-6.50E-06,58.63044535,-2.70E-05
BaSi2Br,JVASP-69275,P4/mmm,12,34.94548967,-50.59139844,34.94549019,-50.59139897
Ba2HgBr,JVASP-69277,Fm-3m,12,4.9603829,-5.90E-06,4.960384362,-1.37E-05
BaTa2Be,JVASP-69283,P4/mmm,12,84.37580047,-77.41434364,84.37580084,-77.41434514
KBaRu2,JVASP-69284,I4/mmm,12,49.09896476,-14.94525649,49.09900625,-14.9452568
BaCaBr2,JVASP-69288,P4mm,12,18.44023275,-6.53E-06,18.44023326,-1.24E-05
BaHf4Ga,JVASP-69292,F-43m,18,18.10686009,-3.638979768,18.10686101,-3.638993453
BaCrCl2,JVASP-69293,P4mm,12,29.32759562,-5.895277125,29.32759616,-5.895278322
BaCu2Cl,JVASP-69296,P4/mmm,12,46.56937921,-5.243297774,46.56938069,-5.243544881
BaTc2Pt,JVASP-69306,na,12,22.40914752,-11.14292174,22.40914795,-11.16797197
BaSrNi2,JVASP-69308,P4/mmm,12,13.09351213,-1.42E-06,13.09351311,-1.23E-05
BaCa2Mg,JVASP-69311,P4mm,12,29.60938626,-1.65E-05,29.60938645,-6.23E-05
Ba2HfBi,JVASP-69314,Fm-3m,12,6.775948645,-4.92E-07,6.775948753,-6.19E-06
BaCuCl2,JVASP-69315,P4mm,12,41.64631154,-2.914046856,41.64631198,-2.914081133
Ba2CaTa,JVASP-69323,Fm-3m,12,15.82930897,-2.49E-06,15.82930927,-4.10E-06
Ba2ScCd,JVASP-69326,Fm-3m,12,12.46753149,-2.30E-05,12.46753173,-0.000103029
BaPdRh2,JVASP-69328,P4/mmm,12,23.00464317,-2.471225938,23.00464329,-2.471226325
Ba2BiBr,JVASP-69329,Fm-3m,12,6.177400696,1.13E-05,6.177401954,-2.55E-06
BaTePd2,JVASP-69332,P4/mmm,12,18.77663732,-4.430331419,18.77663765,-4.430332252
BaSr2Sc,JVASP-69340,P4/mmm,12,19.68374217,3.03E-07,19.68374285,-7.88E-06
BaGaBi2,JVASP-69342,P4mm,12,15.30130047,-2.51E-05,15.30130075,-7.11E-05
BaZnCl2,JVASP-69348,P4/mmm,12,20.70097133,-0.000520902,20.70097226,-0.001332778
BaCuBr2,JVASP-69349,P4/mmm,12,17.91822286,-2.797001026,17.91822325,-2.797014709
Ba2TiBr,JVASP-69350,Fm-3m,12,7.734692336,-1.29E-05,7.734693826,-4.83E-05
Ba2MgSb,JVASP-69353,Fm-3m,12,19.8594222,-4.56E-06,19.85942239,-6.77E-06
BaHgW2,JVASP-69355,P4/mmm,12,30.38596731,-12.96579856,30.38613417,-12.96579871
Ba2CdCl,JVASP-69363,Fm-3m,12,7.704454301,-2.68664575,7.704454623,-2.686646251
BaCo2Cl,JVASP-69364,Pmmm,12,95.72794953,-6.464646238,95.72794981,-6.466602641
BaRu2Pt,JVASP-69367,P4/mmm,12,24.54633758,-10.72840483,24.54641326,-10.72840508
BaSi2Mo,JVASP-69370,P4/mmm,12,56.78334768,-50.14152212,56.78334779,-50.14152501
BaGeCl2,JVASP-69371,P4/mmm,12,28.05884553,-1.44E-05,28.05884558,-0.000215384
BaP2Pb,JVASP-69372,P4mm,12,46.3067199,-1.067167857,46.30679111,-1.067170045
BaMnCr2,JVASP-69373,P4/mmm,12,27.24832748,-2.63E-05,27.24832776,-5.78E-05
Ba2YMn,JVASP-69374,Fm-3m,12,10.54671545,-7.04E-06,10.54671683,-3.10E-05
HfMnBe2,JVASP-69399,I-4m2,12,215.125772,-41.16907587,215.1257723,-41.16907636
Be2CuRh,JVASP-69411,P4mm,12,224.5875783,-0.000105691,224.5875789,-0.000287207
Be2MoP,JVASP-69419,I-4m2,12,249.3726742,-4.45E-06,249.3726779,-5.53E-05
BeFeCl,JVASP-69430,P3m1,9,206.9644185,-4.529608768,206.9644715,-4.529609412
Be2NiSe,JVASP-69432,P4mm,12,197.373843,-4.04E-05,197.3738439,-0.000341494
HfBe2Ge,JVASP-69446,I-4m2,12,187.5566128,-70.56814437,187.5566423,-70.56814454
Be2TcIr,JVASP-69469,I-4m2,12,257.4309668,-1.97E-05,257.4309669,-7.11E-05
Be2InSb,JVASP-69473,I-4m2,12,79.94299678,-61.74409098,79.94299699,-61.7440918
MnBe2V,JVASP-69475,I-4m2,12,255.9365218,-3.69E-06,255.936522,-1.55E-05
BeGa2Pd2,JVASP-69482,I4/mmm,15,71.22203149,-4.061474993,71.22203199,-4.061477235
Be2CoPb,JVASP-69497,P4mm,12,251.9692346,-1.33E-05,251.9692406,-7.42E-05
Be2CrRu,JVASP-69499,P4mm,12,236.7463144,-1.84E-06,236.746315,-8.19E-06
Be2SnP,JVASP-69501,I-4m2,12,159.657976,-96.03440525,159.6579764,-96.0344056
MnBe2Si,JVASP-69503,P4mm,12,272.4642719,1.43E-07,272.4642722,-4.34E-05
SrBe2Ni,JVASP-69508,P4/mmm,12,344.8884719,-5.54E-05,344.8884726,-9.68E-05
Be2ZnRu,JVASP-69521,I-4m2,12,209.7571033,-1.74E-05,209.757104,-0.000159375
Be2FeNi,JVASP-69526,P4mm,12,285.7225713,-4.97E-06,285.7225716,-3.19E-05
Be2NbOs,JVASP-69534,P4mm,12,187.2299907,-1.17E-06,187.2299909,-3.05E-05
Be2NbMo,JVASP-69536,I-4m2,12,240.1836162,-5.441129167,240.1836168,-5.441137552
BeV2Sn2,JVASP-69562,I4/mmm,15,41.58820329,-29.33593528,41.5882041,-29.33593612
Be2TcIr,JVASP-69566,Fm-3m,12,181.6325377,-2.08E-07,181.6325387,-1.98E-06
MgBe2Tc,JVASP-69568,I-4m2,12,248.1632608,-10.96462952,248.1632671,-10.96463063
Be2BiMo,JVASP-69576,I-4m2,12,150.0253323,-25.3734505,150.0253335,-25.37345589
MgBe2Tl,JVASP-69580,I-4m2,12,75.22542575,-19.44784714,75.22542911,-19.44784767
LiBe2Br,JVASP-69582,I4/mmm,12,213.4653316,-33.06446695,213.4653319,-33.06567618
Be2SnBr,JVASP-69591,I-4m2,12,165.6977869,-55.19428441,165.6977871,-55.19428507
MgBe2Se,JVASP-69592,P4/mmm,12,141.2671939,-31.66188723,141.2671944,-31.66188818
BeFeOs,JVASP-69604,P3m1,9,235.6903642,-0.000261823,235.6903644,-0.001289447
Be2VFe,JVASP-69621,F-43m,12,223.0341948,-3.34E-05,223.034196,-9.38E-05
Be2NbPb,JVASP-69629,I-4m2,12,170.6367714,-9.90730935,170.6367716,-9.907311051
MnBeP,JVASP-69630,P3m1,9,187.9303173,-0.000987255,187.9303176,-0.002094705
Be2VIn,JVASP-69659,P4/mmm,12,183.5732374,-2.25E-06,183.573238,-1.10E-05
Be2PCl,JVASP-69663,I-4m2,12,147.9211991,-101.9110387,147.9213407,-101.9110392
YBe2Mo,JVASP-69665,P4/mmm,12,335.0522515,-1.14E-05,335.0522516,-2.11E-05
NaBe2Fe,JVASP-69666,I-4m2,12,156.562558,-45.75576858,156.5625584,-45.75576896
Be2RhBr,JVASP-69669,I-4m2,12,157.402724,-152.2727281,157.4027642,-152.2727294
TiBe2Ge,JVASP-69674,P4/mmm,12,220.7725713,-5.07E-06,220.7725718,-3.45E-05
Be2SiNi,JVASP-69713,I-4m2,12,176.9011239,-5.37E-05,176.9012266,-9.63E-05
MnBe2In,JVASP-69723,I-4m2,12,226.6303611,-3.836055537,226.6303612,-3.836062291
Be2CoSi,JVASP-69724,I-4m2,12,218.8320664,-6.18E-05,218.8356312,-0.001172738
Be2ZnW,JVASP-69735,I-4m2,12,297.1942028,-5.98E-06,297.1942033,-1.51E-05
Be2CrGe,JVASP-69755,I-4m2,12,216.7109186,-2.56E-05,216.7116416,-0.000242281
YBeFe,JVASP-69757,P-6m2,9,190.705169,-3.40E-05,190.7051943,-0.000751144
Be2RhCl,JVASP-69764,I-4m2,12,232.308801,-151.2999815,232.3089639,-151.2999821
Be2CrSi,JVASP-69767,P4/mmm,12,179.4791366,-10.57061503,179.4791367,-10.57061559
TiBeHg,JVASP-69774,F-43m,9,80.23742079,6.50E-08,80.23742098,-3.57E-06
TiBe2Ru,JVASP-69778,I4/mmm,12,264.7397641,-4.80E-06,264.7397755,-3.46E-05
TaBe2V,JVASP-69803,I-4m2,12,263.7065675,-7.48687923,263.7067924,-7.486883187
NaMnBe2,JVASP-69838,P4/mmm,12,202.2923741,-6.79E-05,202.2923868,-0.000188226
MnBe2Zn,JVASP-69843,I-4m2,12,212.8498774,-1.17E-06,212.8507418,-4.73E-06
Be2CoTc,JVASP-69854,I-4m2,12,240.2108656,9.32E-08,240.2108664,-2.23E-06
Be2PtRh,JVASP-69869,P4mm,12,267.702433,-2.01E-08,267.7024332,-1.70E-05
Be2FeP,JVASP-69882,I-4m2,12,208.4152986,-2.37E-05,208.4152991,-6.11E-05
MnBe2Cd,JVASP-69883,P4/mmm,12,181.4857812,-3.10E-05,181.4857828,-0.000230585
Be2FeBr,JVASP-69896,Cmmm,12,119.6732031,-13.78480971,119.6732555,-13.78481006
CaBe2Cr,JVASP-69905,Fm-3m,12,146.072475,1.50E-06,146.0724762,0
NaBe2Cr,JVASP-69916,P4/mmm,12,192.4893393,-8.25E-06,192.4893397,-4.34E-05
YBe2Co,JVASP-69918,P4/mmm,12,372.4811576,-3.14E-06,372.481158,-2.24E-05
YBe2Rh,JVASP-69928,F-43m,12,102.9465604,-1.95E-05,102.9465608,-7.48E-05
MgMnBe2,JVASP-69929,P4mm,12,260.9283397,6.41E-06,260.9283398,-0.000102993
Be2CoRu,JVASP-69948,P4/mmm,12,269.2861927,2.71E-07,269.2861934,-6.87E-05
Be2TcRh,JVASP-69962,I-4m2,12,263.1021124,-3.69E-05,263.1022812,-0.000121396
Be2VRu,JVASP-69967,Cmmm,12,260.5979886,-1.24E-06,260.5979889,-6.10E-05
Be2CdTc,JVASP-70013,I-4m2,12,188.0348823,-24.34413468,188.0348826,-24.34448552
BeFe2Si2,JVASP-70027,I4/mmm,15,262.0338447,-0.00047717,262.0338448,-0.00377035
MnBe2Se,JVASP-70035,I-4m2,12,123.164436,-1.25E-05,123.1644392,-2.67E-05
MnBe2Tl,JVASP-70061,I-4m2,12,196.342152,-12.92627275,196.3421521,-12.92627341
MnBe2Cd,JVASP-70068,I-4m2,12,132.1530381,-4.61E-06,132.1530384,-1.68E-05
TiBe2Cr,JVASP-70069,P4/mmm,12,291.0981874,-1.09E-05,291.0981938,-2.87E-05
KYBe2,JVASP-70082,F-43m,12,95.07953771,-2.72E-05,95.07953803,-4.54E-05
TaBe2Fe,JVASP-70105,P4/mmm,12,248.3275309,-8.77E-06,248.3275313,-0.000237945
NaBe2Cl,JVASP-70106,I-4m2,12,67.11490326,-46.5164788,67.1149036,-46.51647909
Be2CoCl,JVASP-70109,I4/mmm,12,144.9426267,-11.5194646,144.9426277,-11.51946557
Be2CuNi,JVASP-70110,P4mm,12,258.9643908,-2.53E-05,258.9643909,-7.84E-05
HfBeCu,JVASP-70115,P-6m2,9,195.7535926,-0.00019114,195.7536718,-0.001246253
SrMnBe2,JVASP-70137,F-43m,12,74.03180889,-3.86E-05,74.03180896,-7.33E-05
TaBe2Ni,JVASP-70141,Fm-3m,12,232.4978444,-1.42E-05,232.4978445,-0.00013179
LiBe2Ni,JVASP-70143,I-4m2,12,324.260548,-0.005617776,324.2605482,-0.010014277
YBe2Ni,JVASP-70154,P4/mmm,12,333.0012649,-9.60E-07,333.0012652,-5.10E-06
Be2VTe,JVASP-70155,I-4m2,12,115.602179,-3.17E-06,115.6021795,-0.00030257
LiTiBe2,JVASP-70164,F-43m,12,260.0629889,-0.003773838,260.0629893,-0.005298037
Be2FeIr,JVASP-70170,I-4m2,12,145.5484738,-8.07E-06,145.5484892,-6.27E-05
TiBe2Ni,JVASP-70208,P4/mmm,12,246.9363922,-0.000169712,246.9363923,-0.000404855
Be2CrFe,JVASP-70225,P4mm,12,273.5740189,-3.05E-05,273.5740193,-8.69E-05
Be2NiCl,JVASP-70230,I-4m2,12,187.3391289,-133.5182463,187.3391292,-133.5182472
ScBeGe,JVASP-70233,P-6m2,9,309.3466747,-0.000133771,309.346708,-0.002079694
Be2SiW,JVASP-70248,I-4m2,12,279.3448392,-5.03E-06,279.3448405,-1.10E-05
Be2CdOs,JVASP-70258,I-4m2,12,215.2553121,-34.01275928,215.2553308,-34.01291609
NaBe2Tc,JVASP-70264,I-4m2,12,193.3148463,-66.40015857,193.3151016,-66.40015919
TaTiBe2,JVASP-70268,I4/mmm,12,285.8328664,-1.01E-06,285.8328665,-5.84E-05
Be2NbBr,JVASP-70279,I4/mmm,12,93.03913757,-11.12807502,93.03913766,-11.12807561
LiBe2Ru,JVASP-70291,P4mm,12,281.8641111,-1.20E-05,281.8641112,-4.15E-05
BeV2Pd2,JVASP-70313,I4/mmm,15,113.3335965,-10.91331678,113.3335973,-10.9133168
TiBe2Cl,JVASP-70317,P4mm,12,266.376921,-6.48E-05,266.3778016,-0.00015886
Be2FePd,JVASP-70318,P4/mmm,12,174.8729116,1.75E-06,174.8729119,-3.48E-05
SrBe2Hg,JVASP-70332,Fm-3m,12,104.4452119,-8.02E-07,104.4452247,-6.17E-05
CaBe2Ru,JVASP-70349,I-4m2,12,171.6541271,-61.07571592,171.6541275,-61.07571613
